product_title,parent_asin,rating,review_title,review_text,timestamp,verified_purchase,helpful_vote,date,year
"Genius Micronized Creatine Monohydrate Powder, Post Workout Supplement, Green Apple - 100% Naturally Flavored & Sweetened - Supports Muscle Building, Cellular Energy & Cognitive Function – 195g",B0BHLTG5NN,5.0,Creatine,I had tried a different brand of creatine before and it was ok but the taste was bad and the results were only ok. I decided to try this brands xreatine because I have tried a prior product from this brand and it was satisfactory. This creatine tastes good and it works well.,1577928218384,True,0,2020-01-02 01:23:38.384,2020
"NativePath Collagen Peptides Protein Powder for Skin, Hair, Nails - Collagen Powder for Skin - 15.9 oz (45 Servings)",B09YWSB2Q3,2.0,Headaches,It gave me headaches,1661767023558,True,0,2022-08-29 09:57:03.558,2022
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,4.0,Works well,I start feeling with 3 or 4 days of use,1631912279305,True,0,2021-09-17 20:57:59.305,2021
"Gorilla Mode Pre Workout - Massive Pumps · Laser Focus · Energy · Power - L-Citrulline, Creatine, GlycerPump™, L-Tyrosine, Agmatine, Kanna, N-Phenethyl Dimethylamine Citrate - 574 Grams (Bombsicle)",B094KXJ54J,5.0,"Good flavor, texture and results.",I like the texture of this pre-workout and the ingredients. I only use one scoop right now. A little pricey but I can get a few extra reps out.,1660004989915,False,0,2022-08-09 00:29:49.915,2022
"RSP AminoLean Recovery - Post Workout BCAAs Amino Acids Supplement + Electrolytes, BCAAs and EAAs for Hydration Boost, Immunity Support - Muscle Recovery Drink, Vegan Aminos, Blood Orange",B0BX8VNN2C,1.0,Didn’t work for me,"Didn’t work for me, flavor isn’t that great.",1661400566616,True,0,2022-08-25 04:09:26.616,2022
"REDCON1 Total War Pre Workout Powder - Endurance, Alertness, Pump Boosting Citrulline Malate & Beta Alanine - Fast Acting, Caffeinated Preworkout for Men & Women (Cherry Lime, 15 Servings)",B0C7YW6D3H,2.0,Eh,Did not provide much of a boost,1596498160582,True,0,2020-08-03 23:42:40.582,2020
"BioSteel Stackables Creatine Monohydrate Powder, Gluten Free and Non-GMO Formula, Unflavored, 2-Pack, 72 Servings Per Pack, 144 Total Servings",B09VT7TTWZ,5.0,Good fuel,Good tasting fuel for my workouts. Definitely recommend it,1598618584723,False,0,2020-08-28 12:43:04.723,2020
"Echelon Pre-Workout Energy Drink - 12-Pack, Berry Habanero - Peak Performance, Sustained Energy, Focus and Endurance Dietary Supplement - 300mg of Caffeine, Beta-Alanine, L-Theanine & Fiber - Vegan",B0BS8KZ463,4.0,Pretty good,"This drink tastes pretty well. It has a unique and slightly spicy flavor. I enjoy it, although cans are fairly small.",1673214578566,False,0,2023-01-08 21:49:38.566,2023
"PEScience Select Low Carb Protein Powder, Chocolate Cupcake, 55 Serving, Keto Friendly and Gluten Free (Package May Vary)",B09NMRXVFS,1.0,Chalky taste,It has a horrible chalky taste! I would never buy this again nor would I recommend it/,1620902846331,True,0,2021-05-13 10:47:26.331,2021
"Multi Collagen Protein Powder 16 oz | Type I, II, III, V, X | Hydrolyzed Collagen Peptide Powder | Keto & Paleo Friendly | Unflavored & Gluten Free | by Horbaach",B07Y3ZSZWZ,5.0,Half the cost of other brands,We mix it into our coffee each morning. Love it.,1628387230760,True,0,2021-08-08 01:47:10.760,2021
"Truth Nutrition Vegan BCAA Powder- 2:1:1 Ratio Natural BCAAS Amino Acids Powder for Energy, Muscle Building, Post Workout Recovery Drink for Muscle Recovery (Watermelon, 30 Servings)",B0C4TN69NV,4.0,"Benefits Great, but lemonade flavor not so much","The lemonade flavor not so great, I love the benefits though, so I will try another flavor if available.",1605663388709,True,7,2020-11-18 01:36:28.709,2020
"Protein Shakes Ready to Drink Purely Inspired Organic Protein Shake 20g of Plant Based Protein Organic Protein Drink Sports Nutrition RTD Decadent Chocolate, 11 fl. oz (Pack of 12)",B08Q2WHP1Z,5.0,this is a great non-dairy breakfast alternative,"My college aged son has difficulty with large amounts of milk (the enzymes build up and affect him mentally) so he does fine if he keeps it down to baked items and pizza once in a while. We both like the Vega taste better, but these are good and he drinks one most mornings before heading out the door.  They are also much less expensive for a product that is consumed daily. I actually prefer them to the Premier protein brand at Costco because the chocolate gets lumpy and bothers my stomach.  I also purchase the large tubs of Orgain powder. I can only get the peanut butter kind online at costco but he'll whip that up with some almond milk on the weekends, in the blender.",1586115449664,True,2,2020-04-05 19:37:29.664,2020
"Nutricost Creatine Monohydrate Powder (Fruit Punch, 500 Gram)",B0BMWS8KDR,1.0,Very salty acidic flavor in latest batch!,"I’ve been getting this product for a few months now and never had any issues. It was always flavorless until the last one I got. It tastes almost as if I put a spoon of baking soda in my drink. Tried it in a protein shake and just with water alone as well. The foul salty flavor it’s still there. I don’t know if that’s meant to be but I freaked out when I tasted it, thought I could get poisoned out of it. I don’t want to change my creatine to a different brand but man this is not good.",1676923286246,True,1,2023-02-20 20:01:26.246,2023
"VMI Sports | ProtoLyte Whey Isolate Protein Powder | Low Calorie Whey Protein Powder for Weight Loss | Protein Powder for Muscle Gain | Digestive Enzymes | Non-GMO (Milk and Cookies, 1.6 Pounds)",B0B2SB3KVS,5.0,Rich peanut butter chocolate taste,I really like that this protein powder tastes great and it is infused with electrolytes. It has a a rich peanut butter chocolate taste that I enjoyed alot.,1612213865447,False,0,2021-02-01 21:11:05.447,2021
All-Natural Strawberry Protein Bars - High Protein Bar - Gluten Free - Grain Free Energy Bar - 13 grams protein - Kosher protein bar - 100% Natural - Box of 12 Jō Life bars,B0B4BTNV29,5.0,Delicious Strawberry Flavor,"Absolutely delicious!<br /><br />These are by far the best energy bars I've ever tried.<br /><br />They have the texture of a soft tootsie roll and delicious strawberry flavor.<br /><br />They are chewy, not dry and crumbly.  Sooooooo tasty.<br /><br />Low in calories and keeps me full for a few hours?  Yes, please.<br /><br />If you love strawberry, you won't be disappointed with these gems.  I absolutely love them.<br /><br />I hope this was helpful.",1654993572589,False,0,2022-06-12 00:26:12.589,2022
"Isopure Low Carb, Vitamin C and Zinc for Immune Support, 25g Protein, Keto Friendly Protein Powder, 100% Whey Protein Isolate, Flavor: Chocolate Peanut Butter, 3 Pounds (Packaging May Vary)",B097FPHJ35,5.0,Get Fit and Satisfy Your Taste Buds with Isopure Creamy Vanilla Whey Isolate Protein Powder,"Isopure Creamy Vanilla Whey Isolate Protein Powder is an amazing product! The creamy vanilla flavor is delicious and it mixes easily with water, milk, or any other liquid. The whey isolate protein powder is very high-quality and provides the right amount of protein for my daily needs. I appreciate that this product is gluten-free and lactose-free, which makes it safe for people with dietary restrictions. The powder is also very easy to digest and does not cause any bloating or stomach discomfort. I love how this product helps me to build and maintain lean muscle mass, which is essential for my fitness goals. I highly recommend Isopure Creamy Vanilla Whey Isolate Protein Powder to anyone who wants a tasty and effective protein supplement for their workout routine.",1676684756576,True,7,2023-02-18 01:45:56.576,2023
XTEND Sport BCAA Powder Strawberry Kiwi Splash - Electrolyte Powder for Recovery & Hydration with Amino Acids - 30 Servings,B098CWFRP8,5.0,BCAA supp,Have been using EXTEND for an after workout drink for about a year now. They mix well and the flavor is good. Are they truly beneficial to muscle growth? I can really say but I like the taste and the price is right for a hydration drink after workouts.,1604834411169,True,0,2020-11-08 11:20:11.169,2020
"RSP NUTRITION TRUEFIT Protein Powder Meal Replacement Shake, 4.32 LB, Chocolate",B07YLCDNNP,1.0,Rancid,"I used to absolutely love this product but the last two batches have been clumpy and rancid. I can't afford to pay the new price of $40 for a disgusting product, which is a shame because I really did used to love this brand.",1660824010964,True,0,2022-08-18 12:00:10.964,2022
"Wholesome Wellness Multi Collagen Protein Powder Hydrolyzed (Type I II III V X) Grass-Fed All-in-One Super Bone Broth + Collagen Peptides - Premium Beef, Chicken, Wild Fish, Eggshell Collagen",B07L48J4HW,4.0,Quality for money,"No taste, dissolves easily, by regularly",1623955099418,True,0,2021-06-17 18:38:19.418,2021
"Snap Supplements Organic Beet Root Powder Nitric Oxide Supplement, Support Healthy Blood Flow, Heart Health, Natural Energy, Circulation Superfood, 30 Servings, 250g (Mixed Berry)",B0BGQLZHGS,5.0,Amazing and it works!,Just use minimal water and plug my nose.  It’s not awful in taste but it is a little pungent.  Still it works miracles for my inner ankle circulation issues.  It’s been a huge difference maker in my life since the day I started taking it!,1625159946311,True,0,2021-07-01 17:19:06.311,2021
"Quest Nutrition Protein Powder, Vanilla Milkshake, 1.6 Pound",B0C4Z5B2B7,5.0,Tastes like Cinnamon Crunch Cereal,Will buy again.,1653532363810,True,0,2022-05-26 02:32:43.810,2022
"Dymatize ISO 100 Whey Protein Powder with 25g of Hydrolyzed 100% Whey Isolate, Chocolate Peanut Butter, 5 Pound",B0BZR984P4,5.0,Comparable to drinking fruity pebbles cereal milk,Tastes and smells exactly like fruity pebbles. I used almond milk every-time and it was just as delicious!,1626380038406,True,0,2021-07-15 20:13:58.406,2021
Bronson Marine Collagen Peptides Hydrolyzed Protein Powder 100% Wild Caught Nordic Cod Verified Sustainable Source for Joints Skin Hair Nails & Bones 150g (5.29oz),B07Z8C1RT8,5.0,BEST COLLAGEN EVER!,I've tried a lot of Collagen products and this by far is the best! I'm not sure what the other person was talking about the smell.  Mine had no odor whatsoever!  My hair skin and nails are beautiful! Add to my cofefe every morning  I am on my second order of this!,1616762221624,True,1,2021-03-26 12:37:01.624,2021
"Pure Protein 100% Whey Protein Powder, Rich Chocolate, 25 g Protein, 1.75 lb (Packaging May Vary)",B09FFNF6HY,1.0,Tried it but could not get used to the taste,"I tried this figuring how bad could it be, at worst it would take a while to very used to. Nope  not even close. Lumpy no matter how much ice I crushed and no matter how long I blended it I could not get it cold. It just tasted like card board.  I canceled my subscription on September 28th. September 29th and again on the 30th. I hope I don't keep having issues. This is why I don't like these subscription. One way or another you get screwed.",1633007218774,True,0,2021-09-30 13:06:58.774,2021
"NOW Supplements, L-Arginine 1,000 mg, Nitric Oxide Precursor*, Amino Acid, 120 Tablets",B0013OVX3U,5.0,Big Pills but works for male needs,This defintiely boosts the male stamina!!! ;) I take two a day and notice a big difference.,1609442203980,True,1,2020-12-31 19:16:43.980,2020
"Kion Aminos Essential Amino Acids Capsules | The Building Blocks for Muscle Recovery, Reduced Cravings, Better Cognition, Immunity, and More | 30 Servings",B09CFZLY8G,5.0,Highest quality EAA supplement,"Kion Aminos is a premium amino acid supplement promoted by Ben Greenfield and targeted at exercise recovery. The extra leucine in this contributes to muscle growth and recovery. Ben Greenfield describes this product in-depth on his Web site, along with links to scientific evidence. He argues that EAAs are much better than BCAAs alone for exercise recovery. He recommends taking this supplement 30 minutes before aerobic exercise, or within one hour after a muscle-building exercise.  The powder is better than the pills for many people due to the serving size. The serving size is listed as seven pills, although the actual serving size depends on why you are supplementing with this. If you can afford the best EAA supplement then this is it.",1636724684505,False,5,2021-11-12 13:44:44.505,2021
"MusclePharm Essentials Micronized Creatine, Ultra-Pure 100% Creatine Monohydrate Powder, Muscle-Building, 200 Servings",B0788C3NS6,4.0,Gritty,Very gritty and doesn't dissolve well,1616688859235,False,0,2021-03-25 16:14:19.235,2021
"Ancient Nutrition Collagen Powder Protein, Multi Collagen Chocolate Protein Powder, 24 Servings, with Vitamin C, Hydrolyzed Collagen Peptides Supports Skin and Nails, Gut Health, 10oz",B0BF157Q8N,5.0,Great multi collagen for many uses!,My favorite collagen! I use it for baking and smoothies and it's so delicious as a coffee or tea creamer! And it's a strong sweet vanilla flavor so most of the time I don't need to add monk fruit to my recipes or coffee.,1596336631561,True,0,2020-08-02 02:50:31.561,2020
Julian Bakery Primal Thin Protein Bar | Sweet Cream | Organic Grass-Fed Whey | Gluten-Free | 20g Protein | 1 Net Carb | 10 Bars,B07NQYKLBL,1.0,Weird,Very sticky. taste ok.<br />Couldn't finish the box. Wase of money...,1602285896816,True,0,2020-10-09 23:24:56.816,2020
"Mega Premium Liquid Multivitamin | Natural Immune Support Vitamin w/ 1333% Vitamin C, 200% D3, Zinc + 20 Vitamins, 70 Minerals, & 21 Amino Acids | Sugar Free | Orange Flavor | 98% Absorption | 32 Serv",B071CNR16Q,1.0,Nope!,"I'm just not sold on this product. I drank the suggested amount, 2 Tablespoons, felt no differently. But more concerning is the color of my urine. All day! It is ""highlighter yellow""<br />Now I realize that whatever vitamins your body does not use, it discards through urine. However, with this color urine, what is this liquid doing to my liver and kidneys? I'm betting that they are working overtime. I sent it back. That pee color is just too strange!",1580776790109,True,2,2020-02-04 00:39:50.109,2020
"Isopure Low Carb, Vitamin C and Zinc for Immune Support, 25g Protein, Keto Friendly Protein Powder, 100% Whey Protein Isolate, Flavor: Chocolate Peanut Butter, 3 Pounds (Packaging May Vary)",B097FPHJ35,4.0,Good flavor,It was very good. Just a bit thinner than I care for. If you have texture issues than this is perfect for you. No grit or chunks.,1594034024025,True,0,2020-07-06 11:13:44.025,2020
"L-Serine Capsules (Third Party Tested) - 2,000mg Servings Used in Clinical Study, 180 Count, 500mg per Capsule (L Serine Amino Acid for Serotonin Production and Brain Support) by Double Wood",B07RDYCG4H,2.0,Did Nothing,Couldn't tell any difference at all.,1641279218509,True,0,2022-01-04 06:53:38.509,2022
Jarrow Formulas N-A-C Sustain 600 mg - Antioxidant Amino Acid Supplement - 60 Sustain Tablets - Supports Liver & Lung Function - Precursor to Glutathione - 60 Servings (PACKAGING MAY VARY),B0BJ8KLLCY,5.0,"MTHFR, MTRR, Mold detox, fibro symptoms, metal toxicity, lyme issues","I have some genetic issues that impair my detox pathways, MTHFR heterozygous, MTRR heterozygous and VDR homozygous. Additionally, I have had some environmental illnesses/symptoms (metals, lyme/coinfections and mold-with the mold gene).<br /><br />I take A.LOT of supplements, and NAC is BY FAR the backbone of my treatment/wellness. I couldn't/and WILL NEVER be without it. I have taken a lot of different forms-straight glutathione, liposomal, straight NAC...and lots of different brands. Jarrow Sustain is EASILY my favorite. Right now I am taking 2-2 capsule doses in the morning on an empty stomach (each 2 capsule dose separated by an hr since 4 all at once gives me more energy than I like) and then do the same in the late afternoon. EMPTY STOMACH IS CRUCIAL for it to work best. Yes, I take at least 8 a day currently.<br /><br />I have been detoxing/treating for the past 18 months and under the direction of my functional medicine doctor, I have been instructed to take 2000mg of NAC 2x/day. I have read elsewhere (Stephen Buhner) that I could push the dose up to 4000mg 2x a day if deemed necessary with no ill effects. FWIW, most studies on efficacy used 4000-5000mg daily and found that dose to be optimal for noticeable improvements. All that to say, if you aren't noticing improvements, you may need a higher dose, but listen to your body. It took me about 6 months to slowly get up to this dose without feeling common side effects like anxiety/restlessness. I started with a half a pill daily (even though it negated the sustained factor) and S-L-O-W-L-Y  worked my way up. Take your time and titrate. We don't have to get better tomorrow...we just have to get better, period.<br /><br />If your detox pathways are closed, you will feel side effects. If so, don't give up on NAC. Do your research and start by opening up your pathways and supporting your methylation cycle, then try it again. I wasn't successful with NAC the first time for this reason. I had crazy anxiety with just a few hundred mg. But, as I've detoxed and supported my body, I easily tolerate this dose and feel so much better.<br /><br />I am a 5'5, female and 115lbs FWIW. Hope this helps someone :-)",1591647451607,True,98,2020-06-08 20:17:31.607,2020
"Protein2o 15g Whey Protein Isolate Infused Water, Ready To Drink, Sugar Free, Gluten Free, Lactose Free, Harvest Grape, 16.9 oz Bottle (Pack of 12)",B0BDBHXBGJ,5.0,Good Flavors,"I can’t stomach the chalky protein drinks, so these are great alternatives! They are pricey, but they help me get my protein and the flavors are decent, especially when chilled.",1612572391416,True,0,2021-02-06 00:46:31.416,2021
"Protein2o 10g Whey Protein Infused Water, Kawaiola Coconut, 16.9 oz Bottle (Pack of 12)",B08WD5CLXQ,1.0,I love coconut,Until I tried this- The sweet is just too intense.  (and I love sweets) This didnt taste natural to me,1590297013968,True,0,2020-05-24 05:10:13.968,2020
Nutricost L-Glutamine Powder 500 Grams (Fruit Punch),B01M8HKJDU,5.0,Better than Flat Tummy Tea,"When I tell you I used to suffer from terrible bloating every time I ate, I'm not exaggerating. I hated eating in public because of the discomfort it caused. By the end of my day, I was so miserable from the gas and pressure, I wanted to cry. So TikTok influenced me to try L-Glutamine to see if it would make a difference and boy, has it! I have little to no bloating now when I eat and my tummy stays relatively flat. I also suffer from IBS and my symptoms aren't as bad since I've started taking this supplement. It's truly been a godsend and I would highly recommend it to others with gut troubles.",1677904966389,True,7,2023-03-04 04:42:46.389,2023
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,4.0,Good,"Good powder. Tasteless, effective",1646366971885,True,0,2022-03-04 04:09:31.885,2022
"Essential Stacks Gut L-Glutamine Powder - Made in USA - Pure L Glutamine Powder for Leaky Gut, Bloating & Gut Health - Dairy, Soy & Gluten Free, Non-GMO, Vegan Glutamine Supplement",B07Q6X2R1P,5.0,It works great and has NO FLAVOR at all,"I’ve been putting a scoop of this into a water bottle twice a day for 4 days and can already tell a difference. And I would never even know that it’s in there, once dissolved; the powder really has no taste at all! (not like when they tell you that it has no taste and then you gag on the first sip). So far it’s doing what it is designed to do, better gut function, regularity and I can see a decrease in the bloating in my lower abdomen.",1658240131215,True,5,2022-07-19 14:15:31.215,2022
"SASCHA FITNESS Hydrolyzed Whey Protein Isolate,100% Grass-Fed (2 Pounds, All) (Caramel)",B01NAU9X98,5.0,Deliciosa proteina,Deliciosaaaaa,1590849460671,True,0,2020-05-30 14:37:40.671,2020
"Pure Protein 100% Whey Protein Powder, Rich Chocolate, 25 g Protein, 1.75 lb (Packaging May Vary)",B09FFNF6HY,4.0,Not full product,There was at least two to three inches in the bottle that was left unfilled  from the top.  The flavor is good and mixes better in a blender.,1609466307786,True,0,2021-01-01 01:58:27.786,2021
"BeetElite Pre Workout - Ultra High Purity Beet Root Powder for Energy & Stamina - Caffeine Free, Creatine Free, Vegan Nitric Oxide Supplement - from maker of SuperBeets - Black Cherry, 7.1 oz",B00V73NRJU,1.0,Total disappointment...,Based on the claims that advertising was making I had better hopes for this product. I bought this and tried various times of taking it within my workout regime and absolutely so no difference in performance or endurance. It’s my belief that any effects from this for anyone would be purely placebo. The manufacturer has a 90 day guarantee but if you buy it through Amazon it looks like you can’t return it after 30 days. Be aware.,1595868300806,True,2,2020-07-27 16:45:00.806,2020
"Bulletproof Fudge Brownie Collagen Protein Bars, Pack of 12, Keto-Friendly Snack with MCT Oil",B07B9WTCX1,4.0,Crunchy but good,"These were surprisingly good, even though they were quite crunchy. I liked the flavor and the fact that they were sugar free. My trouble was that every bar was broken into pieces, even though they were still wrapped, but I received a replacement free of charge. My other trouble is that I could eat a whole box in one sitting but we don’t need to talk about that.",1588057072751,True,0,2020-04-28 06:57:52.751,2020
"Tropical Oasis Adult Liquid Multivitamin -Liquid Multi-Vitamin and Mineral Supplement with 125 Total Nutrients Including; 85 Vitamins & Minerals, 23 Amino Acids, and 18 Herbs - 16 fl oz, 32 serv",B00C0TD58I,5.0,Easy to swallow,Easy to digest flavor good for a vitamin,1595636620524,True,0,2020-07-25 00:23:40.524,2020
"Orgain Organic Keto Vegan Protein Powder, Vanilla Bean - 10g Plant Based Protein, Gluten Free Ketogenic Blend, Dairy Free, Lactose Free, Soy Free, No Sugar Added, For Smoothies & Shakes - 0.97lb",B0BC37HKDB,5.0,Tasty and mixes well,"I like to put a protein powder in my green smoothie. Orgain Keto Plant-Based Protein Powder, Vanilla tastes good and mixes well. I use it as a meal replacement. Vanilla is a good choice for my purpose.",1584633864178,False,0,2020-03-19 16:04:24.178,2020
"Plant Aminos Organic Essential Amino Acids (EAAs) & BCAA - 100% Plant-Based Raw, Vegan - All 9 Essential Amino Acids with 18 Total Amino Acids (360 Tablets)",B08NTS8PRV,5.0,A Miracke,"These are such an awesome addition to my daily supplements. They give me energy and make me feel so alert that I had to triple check the ingredients make sure there were no stimulants. They don’t make me jittery, I just feel completely well rested, and with 3 year old twins and a 9 month old baby I haven’t had a full night’s rest in over 3 years.  Also feel like my workouts are more effective since taking these.  I will be taking them for the rest of my life for sure.",1666554025399,True,3,2022-10-23 19:40:25.399,2022
"Promix Pre-Workout Powder, Mixed Berry - Maximize Focus & Performance - Helps Muscle Gain, Endurance & Enhanced Energy - Vitamin B12, Caffeine, Beta-Alanine & L-Tyrsosine - Gluten & Dairy-Free",B0C3J1K986,5.0,"Long time follower, first time user","I’ve been following Promix on social media for a while and finally decided to try their pre workout. Must say, I’m a big fan and would love to try the other products.<br /><br />First off, the container is actually filled compared to other Pre workouts. So you’re definitely getting what you paid for (if not more). Along with that, it gives me the booster and focus to get through any workout, the stim is perfect and doesn’t make me crash afterwards. It also mixes super well and smooth. Usually I have to shake my pre workout to mix it, but I was easily able to stir this with a spoon with no issue. I purchased the Starwberry Lemon. Some reviewers said it was bitter, which I can sense but I enjoyed the flavor.<br /><br />Lastly, the ingredients are natural and super clean which makes me feel even better when taking it before my workouts.",1636211757695,True,1,2021-11-06 15:15:57.695,2021
"Left Coast Performance Chocolate Collagen Peptides Protein Powder (2lb Value Size - 70 Servings) - Keto Collagen, Hydrolyzed and Grass Fed, Coffee Creamer, Shakes, Hot Chocolate and Smoothies",B089NJ9NK1,5.0,"So YUMMY, great for sensitive stomachs","This collagen is SOOOO good. Not only is it super yummy, but it also is the ONLY keto chocolate collagen on the market that doesn’t upset my stomach. I’ve tried all of the keto collagen peptides and they make me so sick. This collagen is perfect for a sensitive stomach and absolutely delicious! It’s good in coffee, shakes, and even just water! My favorite thing to do with it is create chocolate covered strawberries. Definitely would recommend this to folks keeping their sugar low but wanting a yummy supplement! :)",1592866990691,True,1,2020-06-22 23:03:10.691,2020
"Six Star Casein Protein Powder Elite Casein Protein Powder | Slow-Digesting Micellar Casein Protein Powder for Muscle Gain | Triple Chocolate Protein Powder, 2 lbs (26 Servings) (Package May Vary)",B00MHGM5KS,2.0,Worst flavor,"Get it as a great deal from Amazon, thanks for the discount.<br />However, this doesn't taste like chocolate flavor, and hard to shake well. I can see a lot of power down in the bottle.<br />Don't waste your money, try something better.",1650953622366,False,0,2022-04-26 06:13:42.366,2022
"Garden of Life Raw Organic Protein Vanilla Powder Packets, 10ct Tray - Certified Vegan, Gluten Free, Organic & Non-GMO, Plant Based Sugar Free Shake with Probiotics & Enzymes, 4g BCAAs, 22g Protein",B0B2Y6VPMM,5.0,Good ingredients.,Good natural ingredients. Blends well. Chalky taste.,1611416652188,True,0,2021-01-23 15:44:12.188,2021
"Pure Protein Bars, High Protein, Nutritious Snacks to Support Energy, Low Sugar, Gluten Free, Peanut Butter Lovers Variety Pack, 1.76 oz, Pack of 18",B0BM3VHWJN,4.0,Funky flavor.,"I'm not sure what I expected, there's a kind of funky, artificial strawberry flavor.  But, it's a nice change.",1584221673453,True,0,2020-03-14 21:34:33.453,2020
"Optimum Nutrition Serious Mass Weight Gainer Protein Powder, Vitamin C, Zinc and Vitamin D for Immune Support, Banana, 6 Pound (Packaging May Vary)",B0C4BXVMD2,5.0,103 to 108 in a week! 1-2x a day,"Thus stuff tastes amazing!!! I started with ice cream and milk, that was too thick fir me but tastes AWSOME with some chocolate icecream!!! Maybe add some 🍓 for ecen more calories/taste. Or 1 packet of a raspberry or strawberry water mix and then your serving of powder + 20oz of h20. Yum!! Enjoy!",1595565955705,True,0,2020-07-24 04:45:55.705,2020
"Muscle Pharm Essentials BCAA Powder, Post-Workout Recovery Drink, Fruit Punch, 60 Servings , 1.14 Pound (Pack of 1)",B0788BN3LT,5.0,Tasty,I love drinking this stuff,1582492163909,True,0,2020-02-23 21:09:23.909,2020
"RSP NUTRITION TRUEFIT Protein Powder Meal Replacement Shake, 4.32 LB, Chocolate",B07YLCDNNP,2.0,"Taste like cardboard , doesn’t mix well at all","Waste of money , does not mix with water , floats and cakes on top of glass",1663430705977,True,1,2022-09-17 16:05:05.977,2022
"Optimum Nutrition Serious Mass Weight Gainer Protein Powder, Vitamin C, Zinc and Vitamin D for Immune Support, Banana, 6 Pound (Packaging May Vary)",B0C4BXVMD2,5.0,big banana taste,My husband likes the taste he says it has a very big banana taste but its kind of expensive,1633186816863,True,0,2021-10-02 15:00:16.863,2021
"Orgain Organic Plant Based Protein Bar, Chocolate Chip Cookie Dough - 10g of Protein, Vegan, Gluten Free, Non Dairy, Soy Free, Lactose Free, Kosher, Non-GMO, 1.41 Ounce, 12 Count (Packaging May Vary)",B09S1SQZ23,1.0,Cleaning/Chemical taste,"I’m not sure if something went wrong during production because it was my first time trying these. However, it tasted like a cleaning agent.",1647307265329,True,0,2022-03-15 01:21:05.329,2022
"Sports Research Collagen Peptides Powder - Hydrolyzed Type 1 & 3 Collagen Protein Supplement for Skin, Nails, Bones & Joints - Easy Mixing Vital Nutrients & Amino Acids, Collagen for Women & Men",B0BL2GJJ13,2.0,Didn't work for me like I expected.,Read all these reviews on how it works great for pain and clears up skin and nails but I found it didn't absolutely nothing. Could not even return it. Waste of money,1657997738117,True,0,2022-07-16 18:55:38.117,2022
"Muscle Milk Gainer Protein Powder, Vanilla Creme, 32g Protein, 5 Pound",B0C7JF2TKP,5.0,Vanilla tastes great,"Vanilla tastes great, so it never feels like I have to force myself to drink this",1614010370409,True,0,2021-02-22 16:12:50.409,2021
"Optimum Nutrition Gold Standard Pre Workout with Creatine, Beta-Alanine, and Caffeine for Energy, Flavor: Green Apple, 30 Servings (Packaging May Vary), Powder",B097DS8M9R,5.0,Nice Mix And Flavor!,This product has just the right amount of ingredients to keep you energized during a workout without having your skin crawling and itching. The flavor is very good and almost tastes like a drink you would buy!<br /><br />This does help with recovery too and for the price you can't beat it!,1661306458636,True,0,2022-08-24 02:00:58.636,2022
"Truvani Organic Vegan Protein Powder Peanut Butter - 20g of Plant Based Protein, Organic Protein Powder, Pea Protein for Women and Men, Vegan, Non GMO, Gluten Free, Dairy Free (20 Servings)",B09FD8STXW,5.0,Ingredients,"I still am on the fence about monk fruit but just the fact that there is only 5-7 ingredients in these protein powders is so worth it. I actually have never bought a protein powder because of the crazy list of ingredients in every brand. Overall, Great flavor - a little on the sweet side but really good quality! I will be trying the vanilla next.",1633053996258,True,0,2021-10-01 02:06:36.258,2021
Revel Recovery for Women | BCAA Plus Collagen Powder | Essential Amino Acids and Coconut Water | Nutritional Supplement | Promote Energy Recovery Hydration | 30 Servings (Strawberry Watermelon),B07P6GG7QJ,5.0,Exactly what I was looking for.,"I was looking for a BCAA supplement with no caffeine. This stuff is pretty good. It's now part of my pre/post workout nutrition. It tastes great, mixes well and has done wonders for my skin.  Oh and yes.. as a BCAA supplement it's great.",1619652615336,False,1,2021-04-28 23:30:15.336,2021
"Premier Protein Powder, Cafe Latte , 30g Protein, 1g Sugar, 100% Whey Protein, Keto Friendly, No Soy Ingredients, Gluten Free, 17 servings, 23.9 Ounce (Pack of 1)",B07XB37LLX,5.0,Nice product,"nice product, but the price is high (just like everything else).",1661804899254,True,0,2022-08-29 20:28:19.254,2022
"ONE MINIS Protein Bars, Maple Glazed Doughnut, Gluten-Free Protein Bar with 7g Protein and Less Than 1g Sugar, Snacking for Fitness Diets, 0.78 Ounce (30 Pack)",B08BWF973R,5.0,Great flavor!,Convenient size.  Great flavor for a protein bar.,1648001757785,True,0,2022-03-23 02:15:57.785,2022
"Orgain Keto Collagen Protein Powder, Vanilla - 10g Grass Fed Hydrolyzed Collagen Peptides Type 1 & 3, 10g Protein, 5g MCT Oil - Hair, Skin, Nail, & Joint Support, Gluten Free, Paleo - 0.88lb",B0BCGWZGBN,4.0,Collagen,"New to collagen, thought I should try this since doing protein shakes. It's ok, but zi prefer just a protein shake. I think it has to with it being Keto, that overloads me so I do sparingly probably chocolate is better? Not much taste-bland.",1635798231771,True,0,2021-11-01 20:23:51.771,2021
